Churn,account_Contract_month-to-month,customer_tenure,internet_Service_fiber_optic,account_Payment_electronic_check,account_Contract_two_year,account_Charges_Total
0,1,7,0,0,0,174.7
1,0,48,1,0,0,5037.55
1,1,1,0,0,0,19.9
0,1,11,0,1,0,346.45
0,1,8,0,0,0,159.2
1,1,38,1,1,0,3734.25
0,1,34,0,0,0,635.9
0,0,19,0,0,1,387.4
0,0,70,1,1,1,7714.65
1,1,1,1,1,0,68.95
1,1,4,1,1,0,324.3
0,0,51,0,0,1,1020.75
0,0,35,0,0,0,2215.45
0,1,30,1,0,0,2723.15
0,1,8,1,1,0,743.75
0,1,4,0,1,0,99.95
0,0,10,0,0,0,185.2
0,0,72,1,0,0,7537.5
1,1,2,0,1,0,93.7
1,1,23,1,1,0,1676.95
0,0,50,1,0,0,5236.4
0,0,71,0,0,1,1326.35
1,1,10,1,0,0,818.05
1,1,30,1,1,0,2983.8
1,1,29,1,0,0,2265.25
1,1,20,1,1,0,1520.9
0,1,18,0,0,0,476.8
0,1,32,1,1,0,2901.8
0,0,72,0,0,1,1326.25
0,0,72,1,0,1,7346.2
1,1,13,1,1,0,1058.6
1,1,8,1,1,0,819.4
1,1,25,1,1,0,2043.45
0,1,22,1,1,0,1820.9
0,0,42,0,1,1,835.5
0,0,61,0,0,0,2696.55
0,0,35,0,0,0,2495.15
0,1,40,1,0,0,2971.7
1,1,1,1,1,0,86.05
0,0,72,0,0,1,6042.7
0,0,66,1,0,0,7210.85
0,1,20,0,0,0,1023.85
0,1,16,1,0,0,1267.95
1,1,46,1,0,0,4399.5
0,0,72,1,1,1,8046.85
0,1,19,0,0,0,439.2
1,1,29,1,0,0,2649.15
0,0,65,1,0,0,6792.45
0,1,67,1,0,0,5588.8
0,0,39,0,0,1,1971.15
0,0,72,0,0,1,1849.2
0,0,47,0,0,1,1875.25
0,0,65,1,0,0,6643.5
0,1,56,1,1,0,5841.35
1,1,1,1,1,0,86.0
1,1,37,1,1,0,2868.15
1,1,1,0,0,0,44.9
0,1,6,1,1,0,567.8
0,0,56,0,0,1,4054.2
0,0,40,1,1,0,3355.65
0,1,5,1,1,0,413.25
1,0,70,1,0,1,7250.15
0,1,3,1,1,0,196.4
0,0,2,0,0,1,130.5
1,1,1,0,1,0,44.1
0,0,58,0,0,1,3166.9
0,1,13,1,0,0,956.65
0,1,10,0,1,0,185.4
0,0,66,1,1,0,7862.25
0,0,56,1,1,0,4557.5
1,1,1,1,1,0,69.65
0,0,71,0,0,1,3377.8
0,0,56,0,0,0,3665.55
1,1,24,1,1,0,2238.5
1,1,1,0,0,0,20.0
0,0,55,0,0,0,4264.25
0,0,42,0,0,1,828.85
0,1,42,1,1,0,3875.4
0,1,14,0,0,0,300.4
0,1,10,0,0,0,362.6
0,0,22,0,0,1,555.4
1,1,32,1,0,0,2347.9
0,0,39,0,0,1,790.0
0,0,57,1,0,1,5779.6
0,1,8,1,1,0,713.6
0,0,63,0,1,0,4576.3
0,0,61,0,0,1,3751.15
1,1,1,0,0,0,19.8
0,0,50,0,0,0,1033.0
1,1,11,0,0,0,214.75
0,0,35,0,0,1,809.25
1,1,1,0,0,0,20.15
0,0,72,0,0,1,5714.2
1,1,29,1,1,0,2862.75
0,0,29,0,0,0,1964.6
1,1,5,0,0,0,126.05
1,0,11,0,1,0,470.6
0,0,54,0,1,0,3770.0
0,0,49,1,0,0,4287.2
0,0,72,1,0,1,7898.45
1,1,9,1,0,0,661.25
1,1,1,1,1,0,94.6
1,1,31,1,0,0,2697.4
0,1,1,1,1,0,84.6
1,0,56,1,0,0,5794.65
0,0,70,0,0,1,4858.7
0,1,55,1,1,0,5044.8
1,1,3,0,0,0,188.7
1,1,5,1,1,0,453.75
1,1,3,1,1,0,220.1
0,0,26,0,0,1,1905.7
0,1,25,0,0,0,1679.65
1,1,15,0,0,0,939.7
0,1,31,0,0,0,1498.55
0,1,2,1,1,0,171.45
1,1,1,0,0,0,53.55
0,1,18,0,0,0,969.85
0,1,2,1,0,0,181.65
0,1,13,0,1,0,923.85
0,0,40,0,0,1,780.1
0,0,17,0,0,0,330.6
0,1,10,0,0,0,199.45
0,0,61,1,1,0,6241.35
0,1,27,0,1,0,1611.65
0,0,60,0,0,1,2288.7
0,0,64,0,0,0,4392.5
0,1,28,0,0,0,1646.45
1,1,11,0,0,0,180.3
0,1,34,1,0,0,3410.0
0,1,36,1,0,0,2659.45
0,1,35,0,1,0,1701.65
0,0,22,0,0,1,605.9
1,1,4,1,1,0,355.2
1,1,4,1,1,0,381.3
0,0,43,0,0,0,817.95
0,0,70,0,0,1,1458.1
0,0,15,0,0,0,1010.0
0,1,3,0,0,0,195.65
1,1,7,0,1,0,340.25
1,1,35,1,1,0,3496.3
1,1,2,0,0,0,80.55
0,0,29,0,0,0,535.05
0,0,72,0,0,1,4464.8
1,1,27,1,0,0,2724.6
0,0,71,0,0,1,5969.3
0,0,30,0,0,0,2308.6
0,1,19,0,0,0,577.15
0,0,56,0,0,1,1402.25
0,0,36,0,0,0,720.05
0,1,57,0,0,0,3687.85
0,1,3,1,0,0,207.4
0,1,52,1,0,0,5138.1
0,1,2,0,0,0,40.9
0,1,17,0,0,0,382.8
1,1,1,1,1,0,75.35
0,1,68,1,1,0,6503.2
0,0,57,0,0,1,1118.8
0,0,72,0,0,1,3983.6
0,1,26,1,0,0,2281.6
0,0,14,0,0,1,1054.8
0,1,30,1,1,0,3096.9
0,0,66,0,0,0,1983.15
0,1,49,1,0,0,4733.1
0,0,15,0,0,0,335.95
0,0,71,0,0,1,5956.85
0,0,39,0,0,1,762.45
0,0,67,0,0,1,3623.95
0,1,31,0,0,0,1647.0
1,0,50,1,1,1,5551.15
0,0,13,0,0,1,243.65
0,0,47,1,1,0,4391.45
1,1,10,0,0,0,255.25
0,1,23,1,1,0,1968.1
0,0,57,0,0,0,1061.6
0,1,56,1,0,0,4902.8
0,1,10,0,0,0,270.15
0,1,30,0,0,0,1923.5
0,1,43,1,1,0,3645.6
1,0,54,0,0,0,4350.1
0,1,9,1,1,0,647.5
0,1,27,1,1,0,2272.8
0,1,20,0,0,0,347.65
1,1,7,1,1,0,451.1
1,1,6,0,1,0,270.95
0,0,51,1,0,0,5686.4
1,1,2,1,0,0,140.7
1,1,1,0,0,0,20.05
0,1,1,1,0,0,70.7
0,0,38,0,0,0,3187.65
0,1,11,1,0,0,866.4
0,0,56,1,1,0,5914.4
0,0,72,1,0,1,8182.75
0,0,13,0,0,0,273.25
0,1,1,1,1,0,75.55
0,1,7,1,0,0,477.55
0,0,51,0,0,1,1281.25
0,1,29,0,1,0,1228.65
1,1,1,0,0,0,50.15
1,1,1,0,0,0,20.6
0,0,26,0,0,0,1908.35
1,1,3,1,0,0,323.25
1,1,1,1,1,0,75.35
0,0,67,1,0,1,7009.5
0,1,65,1,1,0,6914.95
0,0,43,1,0,0,4532.3
1,1,39,0,1,0,2011.4
0,0,9,0,0,1,191.1
0,1,30,1,0,0,2570.2
0,1,32,0,0,0,1864.65
0,0,25,0,0,0,1355.45
0,0,13,0,0,1,265.75
0,1,3,0,0,0,45.75
0,1,2,0,0,0,36.8
0,0,67,0,0,1,3838.2
0,0,66,1,1,0,7076.35
0,1,4,0,1,0,217.1
0,0,50,0,0,0,4042.2
1,1,60,0,1,0,3027.4
0,0,64,1,0,0,6889.8
0,0,59,0,1,1,1493.1
0,1,51,1,0,0,4149.45
1,1,1,0,1,0,45.3
0,0,10,0,0,0,685.55
0,1,17,0,0,0,920.5
1,1,18,0,1,0,669.85
0,1,1,0,1,0,20.65
1,0,58,1,0,1,6144.55
0,0,59,1,0,1,6034.85
0,1,2,1,1,0,168.5
0,1,24,0,0,0,1381.2
0,0,47,0,0,1,921.55
1,1,3,1,0,0,242.95
0,0,55,0,0,1,3112.05
1,1,43,1,0,0,4687.9
1,1,1,0,0,0,45.95
1,1,11,1,1,0,791.75
0,0,60,0,1,1,3237.05
0,0,72,0,0,1,4671.7
0,0,69,0,0,1,1673.4
0,1,29,1,1,0,2357.75
0,0,71,0,0,1,6342.7
0,1,48,1,0,0,5083.55
0,1,36,1,0,0,3440.25
0,1,2,1,1,0,141.65
0,0,50,0,0,0,3876.2
0,1,3,0,1,0,244.1
0,0,31,0,0,1,638.55
0,0,63,0,0,0,2588.95
0,0,54,0,0,1,2424.05
0,0,56,0,0,0,3512.15
0,0,43,0,0,1,3574.5
0,1,25,1,1,0,2686.05
1,1,25,1,0,0,2655.25
0,0,62,0,0,1,4284.2
0,1,49,1,0,0,4494.65
0,1,1,0,0,0,45.8
0,1,8,0,0,0,216.45
1,1,1,1,1,0,69.8
0,0,72,1,0,1,8331.95
0,0,63,0,0,1,3221.25
0,1,54,1,0,0,4869.5
1,0,33,1,0,0,3467.0
0,1,31,0,1,0,2168.15
1,1,10,1,1,0,1008.55
0,0,59,1,0,0,6557.75
0,1,9,1,0,0,870.25
1,1,10,0,1,0,291.4
1,1,1,0,1,0,19.95
0,1,4,0,0,0,59.25
0,1,38,1,1,0,3653.0
0,1,16,1,0,0,1212.85
0,0,67,0,0,1,1311.75
0,0,20,0,0,1,406.95
0,0,64,0,0,1,4759.55
0,0,28,1,0,0,2768.35
0,0,71,1,0,0,6770.85
0,0,21,1,0,0,2239.4
0,1,3,1,1,0,335.75
0,0,31,1,0,0,3082.1
0,1,37,0,0,0,2030.75
0,0,68,1,1,1,7467.5
0,1,34,1,1,0,2896.6
1,1,9,0,0,0,539.85
0,1,28,0,0,0,1410.25
0,1,3,0,0,0,90.05
0,0,11,0,0,1,202.3
1,1,2,1,1,0,160.75
0,0,17,0,0,0,681.4
0,0,69,1,0,1,7261.75
0,0,37,1,0,1,3460.95
1,1,4,0,0,0,102.5
1,1,1,1,0,0,90.85
0,0,72,1,0,0,8003.8
0,1,8,1,1,0,759.55
0,0,49,0,0,0,1782.0
0,0,27,0,0,1,470.0
0,1,4,0,0,0,237.2
0,0,72,1,0,1,7875.0
0,1,2,0,0,0,143.65
0,0,2,0,0,0,47.7
0,0,67,1,1,0,6989.45
1,1,9,0,0,0,620.55
1,1,4,0,0,0,193.6
0,1,22,1,0,0,1600.25
0,0,48,1,1,0,3772.65
0,0,47,0,0,1,945.7
0,0,66,0,0,1,4370.25
0,0,37,0,0,0,755.4
1,1,1,1,1,0,95.1
1,1,22,0,0,0,880.2
0,0,56,0,0,1,3346.8
0,0,72,1,0,1,8192.6
0,1,10,1,0,0,865.1
0,1,9,0,0,0,653.25
0,1,35,0,0,0,617.65
1,1,1,1,0,0,69.5
0,1,54,1,0,0,3919.15
1,1,1,1,1,0,85.7
0,0,63,1,0,1,6536.5
0,0,53,1,0,0,5206.55
1,1,1,1,1,0,75.7
0,0,67,0,0,0,3994.05
0,0,71,0,0,1,5894.5
0,0,42,1,0,0,3923.8
0,0,12,0,0,1,274.7
0,0,57,1,1,0,5199.8
0,0,35,1,1,0,3165.6
0,0,33,0,0,0,1113.95
0,0,62,0,0,0,1476.25
0,1,25,1,0,0,1952.25
0,1,26,1,0,0,2196.45
1,1,39,0,0,0,1131.3
0,0,34,0,1,0,2053.05
0,0,49,0,0,0,4345.0
1,1,19,0,1,0,733.35
0,1,17,0,0,0,934.15
0,1,53,1,0,0,4348.1
0,1,1,0,0,0,48.75
0,0,70,0,0,1,4664.15
1,1,2,0,0,0,102.75
0,1,28,1,1,0,2626.15
0,0,27,0,0,0,595.05
0,0,72,1,0,1,6511.8
0,1,7,0,1,0,149.05
0,1,31,1,1,0,2633.4
1,1,33,1,1,0,3409.6
0,0,68,0,0,1,1664.3
0,1,32,1,1,0,2871.5
0,1,4,0,0,0,78.9
0,0,64,1,0,0,6603.8
0,1,26,1,1,0,2146.5
0,0,71,0,0,1,3353.4
1,1,13,1,1,0,1008.7
0,0,41,1,0,1,3959.15
1,1,8,1,1,0,649.65
0,0,41,0,0,1,810.45
0,0,47,0,0,1,3510.3
0,1,29,1,1,0,2149.05
1,1,8,0,1,0,221.9
1,0,57,1,0,1,6465.0
0,1,42,0,0,0,2536.55
0,1,57,1,0,0,4884.85
1,1,1,1,1,0,74.7
0,0,45,0,0,1,929.2
0,1,54,1,0,0,4308.25
1,1,33,1,1,0,3105.55
0,0,52,0,0,0,1958.95
0,0,71,0,1,1,6325.25
0,0,72,0,0,1,6716.45
0,0,72,0,0,1,6369.45
0,0,40,0,0,1,1024.7
0,0,64,0,1,1,3423.5
0,1,26,0,0,0,493.95
1,1,4,0,1,0,86.6
0,0,52,0,0,0,1071.6
0,0,62,1,0,0,5936.55
0,0,42,0,1,0,3088.25
0,1,11,1,0,0,827.7
1,0,68,1,1,1,7856.0
0,1,41,1,0,0,3893.6
0,0,72,0,0,1,4719.75
1,1,1,1,0,0,80.85
1,1,2,1,1,0,131.65
1,1,2,1,1,0,187.45
0,0,49,1,0,1,4917.75
1,1,36,1,1,0,3186.7
0,0,56,1,0,0,6068.65
0,0,72,1,0,1,7470.1
1,1,71,1,0,0,7548.1
0,1,11,1,1,0,874.2
1,1,11,1,0,0,1133.65
1,0,51,0,1,0,3014.65
0,1,29,1,0,0,2621.75
0,0,53,1,0,0,5043.2
1,1,4,0,1,0,184.4
0,0,46,0,0,1,936.85
0,0,72,0,1,1,1750.7
0,0,63,1,0,0,5224.5
0,0,60,1,0,0,6176.6
1,1,10,1,1,0,1064.65
1,1,3,1,0,0,298.35
1,1,32,1,0,0,2596.15
0,1,35,1,1,0,3418.2
0,0,72,1,0,1,8022.85
0,0,48,0,0,0,2651.2
1,1,32,1,0,0,2628.6
0,1,53,0,0,0,2495.2
0,1,7,0,0,0,418.3
0,0,46,0,1,1,907.05
0,1,12,0,0,0,605.75
0,0,64,1,1,0,5980.75
0,0,15,0,0,0,270.6
0,1,41,1,0,0,3990.6
0,0,51,0,0,0,1266.4
0,0,28,0,1,0,1381.8
0,0,66,0,0,1,4193.4
1,1,2,1,0,0,183.75
0,0,43,0,0,1,3566.6
0,0,58,0,0,1,4415.75
0,0,66,0,0,1,5234.95
0,0,71,1,0,1,8100.25
0,0,31,0,0,1,755.6
0,0,71,0,1,0,1539.75
0,1,31,1,0,0,2929.75
0,0,48,1,0,1,4473.45
0,0,72,0,0,1,5329.0
0,0,72,0,0,1,5396.25
0,1,54,1,0,0,5295.7
0,0,72,0,0,1,1789.9
0,1,60,1,0,0,5475.9
0,0,65,1,1,0,7047.5
0,1,34,0,1,0,1442.6
0,0,37,0,0,1,2302.35
0,1,4,1,1,0,367.95
0,1,62,1,1,0,6487.2
0,0,52,1,0,0,4297.6
0,1,8,0,0,0,158.35
0,0,69,0,0,1,1346.2
0,1,12,1,1,0,1021.75
0,1,5,0,0,0,125.5
1,1,2,1,1,0,178.1
0,1,1,0,0,0,24.2
0,1,28,0,1,0,1522.65
0,1,3,0,1,0,174.2
0,0,58,0,0,1,1513.6
1,1,1,0,0,0,20.2
1,1,9,1,0,0,732.5
0,0,71,1,0,1,7555.0
0,0,72,0,0,1,4664.5
1,1,13,1,1,0,973.45
1,1,51,1,1,0,4812.75
0,1,2,0,0,0,105.6
1,1,20,1,1,0,1761.45
0,1,18,0,0,0,908.75
0,0,37,1,0,0,3778.0
0,1,50,1,1,0,4113.7
0,1,21,0,0,0,452.2
1,1,36,1,0,0,3132.75
0,0,69,1,0,1,7665.8
1,1,1,1,1,0,70.6
0,0,72,1,0,0,7459.0
0,0,71,0,0,1,6293.75
1,1,1,0,1,0,35.75
1,1,5,1,0,0,486.85
1,1,34,1,1,0,3549.25
0,0,38,0,0,0,678.2
0,1,22,1,1,0,2162.6
0,1,45,0,0,0,2298.55
1,1,8,1,1,0,613.4
0,1,15,0,0,0,272.95
1,1,52,1,1,0,5568.35
0,0,66,0,0,0,3027.25
0,0,66,0,0,0,4174.35
1,1,32,1,0,0,2483.05
0,1,12,0,1,0,523.1
0,1,32,0,0,0,2404.15
1,1,1,1,1,0,79.6
0,0,60,0,0,1,4946.7
1,1,37,1,0,0,3475.55
0,1,9,0,0,0,180.7
0,0,67,0,0,1,3281.65
0,0,65,1,0,0,4555.2
0,1,5,1,1,0,383.65
0,1,16,0,1,0,875.35
0,1,5,0,1,0,262.3
0,1,8,1,0,0,548.9
0,0,71,0,1,1,1719.15
0,0,57,1,0,1,5229.8
1,1,4,1,0,0,442.85
0,1,30,1,0,0,2351.45
1,1,1,1,1,0,101.45
1,1,25,1,0,0,2257.75
0,1,32,0,1,0,1739.6
0,1,10,0,0,0,638.95
0,1,12,1,1,0,1057.55
0,1,14,1,0,0,1164.05
0,1,19,0,0,0,1130.85
0,1,41,1,1,0,3851.45
1,0,69,1,0,1,7318.2
0,0,69,1,0,0,7386.05
0,1,2,1,1,0,139.25
0,1,33,0,0,0,838.5
0,0,12,0,0,1,258.35
1,1,3,1,1,0,257.05
1,1,11,1,0,0,868.5
0,0,58,1,1,0,5610.15
0,1,22,0,1,0,1049.05
1,0,62,1,1,0,6529.25
1,1,7,1,1,0,576.65
0,0,61,0,1,0,3965.05
0,1,27,0,0,0,1461.45
0,0,53,1,0,0,5200.8
0,1,19,0,0,0,1375.6
1,1,19,1,1,0,2012.7
0,0,56,0,0,0,1431.65
0,0,72,1,0,1,8443.7
0,1,17,1,0,0,1336.9
0,0,70,1,0,1,6994.8
0,0,72,0,0,1,4641.1
0,0,69,0,0,1,5542.55
1,0,65,0,0,1,4820.15
0,1,43,1,1,0,3953.15
0,0,41,0,0,1,772.4
0,1,46,0,1,0,851.2
1,0,61,1,1,0,6547.7
0,0,19,0,0,1,373.5
0,0,68,0,0,1,2719.2
0,0,52,1,0,0,4976.15
0,0,24,0,0,0,533.9
0,1,33,0,0,0,2033.85
1,1,3,0,1,0,77.75
1,1,24,1,0,0,2431.35
0,0,31,0,0,1,697.7
0,0,67,1,0,0,7142.5
1,1,4,0,0,0,272.15
1,1,2,0,1,0,41.85
0,1,22,1,0,0,2157.3
0,0,66,0,0,1,5595.3
1,1,2,0,0,0,94.55
1,1,2,0,0,0,113.35
1,1,1,1,1,0,80.25
0,0,71,0,0,1,5999.85
0,0,20,0,0,1,419.4
0,0,66,0,0,0,3251.85
1,1,34,1,1,0,2874.15
0,0,47,0,0,0,3021.45
0,1,1,0,1,0,55.25
1,1,69,1,1,0,7446.9
0,0,70,1,0,0,6385.95
0,0,17,0,0,0,353.65
1,1,1,0,0,0,19.25
0,0,46,0,1,0,1174.8
0,0,41,1,1,1,4507.15
1,1,54,1,1,0,5440.9
1,1,1,0,0,0,19.9
0,1,8,0,0,0,438.05
1,1,12,1,1,0,1046.1
0,0,33,0,0,0,682.15
1,1,21,1,1,0,2254.2
1,1,12,1,1,0,916.9
0,1,1,0,1,0,44.0
0,1,25,1,1,0,2199.05
0,0,33,0,0,0,2453.3
0,1,11,0,0,0,829.3
0,0,47,0,0,1,1046.2
0,1,7,0,1,0,265.8
0,1,49,0,0,0,1453.1
1,1,49,1,0,0,4853.75
1,1,55,1,1,0,4458.15
0,1,20,0,0,0,375.25
0,1,28,0,0,0,734.6
1,1,1,1,1,0,69.75
0,1,4,0,0,0,235.05
0,0,42,0,0,1,844.45
0,1,1,1,1,0,69.9
0,1,4,0,1,0,234.85
0,1,41,0,1,0,775.6
0,0,13,0,0,0,257.0
0,0,50,0,0,1,1261.45
1,1,1,1,1,0,69.85
1,1,1,0,1,0,45.3
0,0,66,1,1,0,6891.45
0,1,10,0,0,0,223.9
1,1,2,1,1,0,172.85
0,0,1,0,0,0,19.65
0,1,2,0,0,0,35.1
1,1,1,1,0,0,75.3
1,1,16,1,1,0,1529.2
0,0,27,1,0,0,2209.75
0,0,58,0,0,1,1131.5
1,1,3,1,1,0,279.55
0,1,8,0,1,0,554.45
0,0,71,1,0,0,7472.15
1,1,9,1,0,0,754.65
1,1,28,1,0,0,2812.2
1,1,3,1,0,0,216.75
1,1,22,1,0,0,1855.65
0,0,63,1,0,1,7049.75
0,0,34,0,0,0,1889.5
0,1,46,1,0,0,4245.55
1,1,15,0,0,0,297.3
0,0,58,1,0,0,5846.65
0,0,44,0,0,1,2375.2
1,1,1,1,1,0,70.0
1,1,22,1,1,0,2095.0
1,1,20,0,1,0,482.8
0,1,8,0,0,0,482.25
0,0,24,1,0,0,2033.05
1,1,1,1,1,0,85.45
0,0,72,0,0,1,1866.45
0,1,14,1,0,0,1058.1
0,1,2,1,0,0,143.9
0,1,6,0,0,0,312.7
0,0,12,0,0,0,228.75
0,1,7,1,0,0,515.45
0,0,72,0,0,1,1802.55
0,1,10,1,0,0,765.15
1,1,20,1,1,0,1782.4
0,1,15,1,0,0,1302.65
0,0,58,0,0,1,3795.45
1,1,20,0,1,0,374.5
0,1,46,0,1,0,2459.8
0,0,4,0,0,0,68.2
0,0,35,0,0,1,949.8
1,1,1,0,0,0,20.95
0,1,9,0,1,0,178.85
0,1,20,1,0,0,1879.25
0,0,35,0,0,0,644.5
0,1,21,1,1,0,1737.45
0,1,49,1,0,0,5070.4
0,1,3,0,0,0,177.4
0,1,47,1,1,0,4849.1
0,1,13,0,0,0,670.65
0,0,30,0,0,0,1187.05
0,0,58,0,1,1,4916.4
0,0,53,0,0,0,1039.45
1,1,2,1,1,0,161.5
0,1,60,1,1,0,6401.25
0,0,8,0,0,1,130.25
1,1,2,1,0,0,180.25
0,1,51,1,1,0,5038.15
1,1,27,0,0,0,1032.0
1,0,12,1,0,0,1115.15
1,1,4,0,0,0,96.05
0,1,31,1,1,0,2640.55
0,1,10,0,0,0,492.1
0,0,41,1,0,0,3339.05
0,1,18,0,0,0,865.75
0,1,32,1,1,0,2723.75
0,1,10,1,0,0,777.3
1,1,49,1,1,0,4718.25
0,0,62,0,0,1,1253.65
0,0,42,0,0,1,2032.3
0,0,72,1,0,1,6929.4
0,1,24,1,1,0,2259.35
0,0,65,0,0,1,1725.0
0,0,72,1,0,1,7657.4
1,1,5,0,1,0,210.75
0,0,70,1,0,1,5411.4
0,0,50,1,1,0,5189.75
1,1,1,0,1,0,60.15
1,1,2,0,0,0,77.15
0,0,71,0,0,1,5154.5
0,0,71,1,0,0,7412.25
0,0,68,0,0,1,5646.6
0,0,43,1,0,0,4013.8
0,0,72,1,0,1,6563.4
1,1,5,1,1,0,404.2
0,0,17,1,1,0,1410.25
1,1,4,0,0,0,77.5
1,1,15,0,1,0,288.05
1,1,1,0,0,0,45.4
0,1,31,1,1,0,2845.15
0,0,41,1,0,1,4220.35
0,0,67,1,0,1,6895.5
0,0,17,0,0,1,369.05
0,0,48,0,0,1,3238.4
1,1,1,0,0,0,45.05
0,1,28,0,1,0,973.65
1,1,9,1,1,0,857.25
0,0,71,0,0,1,1766.75
0,0,26,0,0,0,978.6
0,1,1,0,0,0,24.0
0,1,11,1,1,0,880.05
0,1,13,0,0,0,610.75
0,0,71,0,1,1,5832.65
0,1,4,0,0,0,93.45
1,1,9,0,1,0,494.05
0,0,53,0,0,1,3729.6
1,1,58,1,0,0,5435.6
0,1,43,1,1,0,3954.1
1,1,2,1,1,0,152.45
0,1,4,0,0,0,68.45
0,0,65,1,0,1,6416.7
0,0,13,1,0,0,1299.1
0,0,49,0,1,0,2633.95
0,0,8,0,0,1,146.6
0,0,72,0,0,1,6397.6
1,1,4,1,1,0,302.75
0,0,66,0,0,1,1253.8
0,1,43,0,0,0,1500.25
0,0,52,1,0,0,5481.25
0,0,61,1,1,0,7365.7
0,0,69,0,0,1,5502.55
0,1,70,1,0,0,6669.05
0,0,71,0,0,1,1898.1
1,1,10,1,0,0,934.1
1,0,69,1,0,1,7348.8
0,0,46,0,0,1,3846.35
0,0,28,0,1,0,1654.7
0,0,11,0,0,0,697.25
0,0,61,0,0,0,3902.6
1,1,3,0,0,0,108.95
0,1,6,1,1,0,494.95
0,1,3,1,0,0,313.6
0,1,22,0,0,0,1545.4
0,0,52,0,0,1,3038.55
0,0,72,0,0,1,6033.1
1,1,29,0,0,0,1970.5
1,1,1,0,0,0,19.4
0,0,50,0,0,0,938.95
0,1,7,0,0,0,150.75
0,0,40,0,0,0,2023.55
0,0,12,0,1,0,260.7
0,1,9,0,0,0,530.05
0,1,8,0,1,0,408.25
0,0,72,1,0,1,7334.05
0,0,71,0,0,1,5357.75
0,0,72,0,0,1,1304.8
0,0,34,0,0,1,2839.45
0,0,24,0,1,0,592.65
0,0,56,0,0,0,3808.0
0,0,52,0,0,1,3103.25
0,0,55,0,0,1,1210.3
0,0,69,0,0,0,4134.7
0,0,68,1,0,1,7553.6
1,1,1,1,1,0,90.6
0,0,63,0,0,1,1215.1
0,0,50,1,0,0,5232.9
0,0,72,0,0,1,4804.65
0,1,70,1,1,0,7554.05
0,0,39,0,0,1,757.95
1,1,2,1,1,0,139.05
0,0,3,0,0,0,57.4
0,0,52,1,0,0,5301.1
1,1,33,1,0,0,2716.3
0,0,20,0,0,0,1274.45
0,0,70,0,0,1,5717.85
0,1,37,1,0,0,3541.4
0,1,7,0,0,0,419.35
0,0,56,0,0,0,4014.0
0,0,57,0,0,1,1115.6
0,0,48,0,0,0,3035.35
0,1,56,1,0,0,5432.2
1,0,19,1,1,0,1875.55
0,1,62,1,1,0,5618.3
0,0,23,0,0,0,1689.45
0,1,29,0,0,0,1834.15
0,0,29,0,0,0,2243.9
1,1,2,1,0,0,134.7
1,1,1,1,1,0,75.45
1,1,3,1,1,0,228.4
0,0,21,0,0,0,1215.45
0,1,16,1,0,0,1170.5
0,0,16,0,0,1,1114.85
1,1,5,1,0,0,454.15
0,1,18,0,0,0,892.7
0,0,33,0,0,0,1955.4
0,0,35,0,0,1,655.3
0,0,71,0,0,1,1730.65
0,0,71,0,0,1,4973.4
0,1,33,1,0,0,2888.7
0,0,22,0,0,0,475.1
0,0,68,0,0,1,1386.9
0,0,27,0,0,0,552.9
0,1,6,0,0,0,123.65
0,0,70,0,0,1,1782.05
0,0,49,1,0,1,5174.35
0,1,44,1,1,0,4040.2
0,0,2,0,0,0,38.25
0,1,1,0,0,0,44.45
0,0,26,0,0,1,515.75
0,0,46,0,0,1,2893.4
0,1,10,0,0,0,163.2
1,1,1,0,0,0,31.35
0,1,1,0,0,0,20.25
1,1,6,1,1,0,519.15
0,0,32,0,0,0,607.7
0,0,60,0,1,0,2773.9
1,1,1,1,1,0,69.9
1,1,6,0,0,0,365.35
0,0,23,0,0,0,415.1
0,0,72,0,0,1,6520.8
0,1,11,1,1,0,888.65
0,1,5,0,1,0,163.55
1,1,19,1,1,0,1931.75
0,0,72,0,0,1,1857.85
1,1,1,1,0,0,69.4
0,1,35,1,0,0,3161.2
0,0,58,1,0,1,5563.65
1,1,50,1,1,0,4888.7
1,1,13,1,1,0,1115.2
0,0,72,0,0,1,1567.0
0,0,56,0,0,1,4534.45
0,1,9,1,0,0,657.5
1,1,3,0,1,0,168.15
0,0,67,1,1,0,7112.15
0,1,31,1,1,0,2823.0
1,1,13,1,0,0,999.45
0,1,31,1,1,0,2979.2
0,0,70,0,0,1,1411.2
0,1,1,0,0,0,19.5
1,0,45,0,0,0,2319.8
0,0,55,0,0,0,4213.9
1,1,15,1,0,0,1133.9
1,1,1,0,1,0,56.25
0,0,34,1,0,0,3128.8
1,1,18,1,1,0,1505.85
0,0,32,0,0,0,593.2
0,0,72,1,0,1,8424.9
0,0,70,0,0,1,5536.5
0,0,49,0,1,0,3472.05
0,1,2,0,0,0,147.8
0,1,37,0,1,0,683.75
0,0,32,0,0,0,587.7
0,0,32,0,0,0,654.55
1,1,1,1,1,0,79.35
0,1,2,0,0,0,42.7
0,1,64,1,0,0,4764.0
1,1,19,1,0,0,1761.05
1,1,10,1,1,0,1081.45
0,1,13,0,1,0,930.05
0,0,41,0,0,0,865.0
0,1,9,1,1,0,684.85
0,0,69,0,0,1,5553.25
1,1,7,1,0,0,467.55
0,1,22,1,1,0,1816.75
0,1,23,1,0,0,1702.9
0,1,17,1,1,0,1608.15
0,1,15,1,1,0,1392.25
